MGI:MGI:1889817	replication initiator 1		GO:0022626		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR24406	protein_coding_gene		PMID:20727851	20120618
MGI:MGI:1888676	ribosomal protein S27		GO:0022627		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000174285|MGI:MGI:1888676|SGD:S000001639|RGD:621045|UniProtKB:P42677|UniProtKB:Q8IEN2|SGD:S000001063	PANTHER:PTHR11594	protein_coding_gene		GO_REF:0000033	20230405
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""UBERON:0000956"", ""label"": ""cerebral cortex""}}"	SynGO	NCBITaxon:10090	IDA		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	IDA		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	EXP		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""UBERON:0000956"", ""label"": ""cerebral cortex""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""UBERON:0000956"", ""label"": ""cerebral cortex""}}"	SynGO	NCBITaxon:10090	EXP		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""UBERON:0000956"", ""label"": ""cerebral cortex""}}"	SynGO	NCBITaxon:10090	IDA		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""UBERON:0000956"", ""label"": ""cerebral cortex""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	EXP		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""UBERON:0000956"", ""label"": ""cerebral cortex""}}"	SynGO	NCBITaxon:10090	EXP		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1888676	ribosomal protein S27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	IDA		PANTHER:PTHR11594	protein_coding_gene		PMID:23071613	20240306
MGI:MGI:1913657	mitochondrial ribosomal protein S15		GO:0005763		UniProt	NCBITaxon:10090	ISS	UniProtKB:P82913	PANTHER:PTHR46685	protein_coding_gene		MGI:MGI:2151818|PMID:11402041	20150522
MGI:MGI:1913657	mitochondrial ribosomal protein S15		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR46685	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1913657	mitochondrial ribosomal protein S15		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:P82914	PANTHER:PTHR46685	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20010817
MGI:MGI:1913657	mitochondrial ribosomal protein S15		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR000589|InterPro:IPR005290	PANTHER:PTHR46685	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1913657	mitochondrial ribosomal protein S15		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR46685	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1913657	mitochondrial ribosomal protein S15		GO:0005763		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN005316255|UniProtKB:P82913|UniProtKB:P82914	PANTHER:PTHR46685	protein_coding_gene		GO_REF:0000033	20220330
MGI:MGI:1913657	mitochondrial ribosomal protein S15		GO:0005761		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR46685	protein_coding_gene		PMID:24703694	20150529
MGI:MGI:1353472	ribosomal protein L7A		GO:0005840		HGNC-UCL	NCBITaxon:10090	IDA		PANTHER:PTHR23105	protein_coding_gene		MGI:MGI:3694160|PMID:10848616	20230928
MGI:MGI:1353472	ribosomal protein L7A		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P62424	PANTHER:PTHR23105	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230928
MGI:MGI:1353472	ribosomal protein L7A		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:1307586	PANTHER:PTHR23105	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1353472	ribosomal protein L7A		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR23105	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1353472	ribosomal protein L7A		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1307586	PANTHER:PTHR23105	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1353472	ribosomal protein L7A		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR23105	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1353472	ribosomal protein L7A		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62424	PANTHER:PTHR23105	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1353472	ribosomal protein L7A		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62424	PANTHER:PTHR23105	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1353472	ribosomal protein L7A		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000560174|UniProtKB:P62424|RGD:1307586|SGD:S000003968|SGD:S000001025|MGI:MGI:1353472	PANTHER:PTHR23105	protein_coding_gene		GO_REF:0000033	20231121
MGI:MGI:1353472	ribosomal protein L7A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR23105	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1353472	ribosomal protein L7A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR23105	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:105943	ribosomal protein L10		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621178	PANTHER:PTHR11726	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160209
MGI:MGI:105943	ribosomal protein L10		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11726	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:105943	ribosomal protein L10		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P27635	PANTHER:PTHR11726	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:105943	ribosomal protein L10		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000197715|UniProtKB:P27635|RGD:621178|MGI:MGI:105943|UniProtKB:Q96L21|SGD:S000004065|MGI:MGI:3647985	PANTHER:PTHR11726	protein_coding_gene		GO_REF:0000033	20230405
MGI:MGI:105943	ribosomal protein L10		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P27635	PANTHER:PTHR11726	protein_coding_gene		GO_REF:0000008	20080710
MGI:MGI:105943	ribosomal protein L10		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11726	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:105943	ribosomal protein L10		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11726	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1913743	mitochondrial ribosomal protein L51		GO:0005761		MGI	NCBITaxon:10090	ISO	UniProtKB:Q4U2R6	PANTHER:PTHR13409	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20110629
MGI:MGI:1913743	mitochondrial ribosomal protein L51		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q4U2R6	PANTHER:PTHR13409	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161010
MGI:MGI:1913743	mitochondrial ribosomal protein L51		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13409	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1913743	mitochondrial ribosomal protein L51		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13409	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1913743	mitochondrial ribosomal protein L51		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000334228|UniProtKB:P0C2B6|UniProtKB:Q4U2R6	PANTHER:PTHR13409	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:1913743	mitochondrial ribosomal protein L51		GO:0005761		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR13409	protein_coding_gene		PMID:11402041	20110208
MGI:MGI:1195458	ATP-binding cassette, sub-family E member 1		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P61221	PANTHER:PTHR19248	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230223
MGI:MGI:109601	non-catalytic region of tyrosine kinase adaptor protein 1		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P16333	PANTHER:PTHR19969	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20141201
MGI:MGI:1917206	pentatricopeptide repeat domain 3		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR16276	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1917206	pentatricopeptide repeat domain 3		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR16276	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:3704345	ribosomal protein S27, retrogene		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P42677		protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:3704345	ribosomal protein S27, retrogene		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P42677		protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20080909
MGI:MGI:3704345	ribosomal protein S27, retrogene		GO:0022627		MGI	NCBITaxon:10090	ISO	RGD:621045		protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20080820
MGI:MGI:3704336	ribosomal protein L10, pseudogene 3		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621178		pseudogene		MGI:MGI:4417868|GO_REF:0000096	20160209
MGI:MGI:3704336	ribosomal protein L10, pseudogene 3		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P27635		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:102854	ribosomal protein L5		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR23410	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:102854	ribosomal protein L5		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P46777	PANTHER:PTHR23410	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:102854	ribosomal protein L5		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR23410	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:102854	ribosomal protein L5		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:619825	PANTHER:PTHR23410	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160211
MGI:MGI:102854	ribosomal protein L5		GO:0022626		MGI	NCBITaxon:10090	ISO	RGD:619825	PANTHER:PTHR23410	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160211
MGI:MGI:102854	ribosomal protein L5		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P46777	PANTHER:PTHR23410	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:102854	ribosomal protein L5		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000601661|MGI:MGI:102854|SGD:S000006052|RGD:619825|UniProtKB:P46777	PANTHER:PTHR23410	protein_coding_gene		GO_REF:0000033	20211217
MGI:MGI:102854	ribosomal protein L5		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR23410	protein_coding_gene		PMID:16635246	20240306
MGI:MGI:102854	ribosomal protein L5		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR23410	protein_coding_gene		PMID:16635246	20240306
MGI:MGI:1913666	NADH:ubiquinone oxidoreductase subunit A7		GO:0005761		UniProt	NCBITaxon:10090	ISS	UniProtKB:Q05752	PANTHER:PTHR12485	protein_coding_gene		MGI:MGI:2151818|PMID:11402041	20150522
MGI:MGI:2145374	DExH-box helicase 29		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:Q7Z478	PANTHER:PTHR18934	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20170404
MGI:MGI:3649931	ribosomal protein S18, pseudogene 5		GO:0015935		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000093238|MGI:MGI:98146|RGD:3595|UniProtKB:P62269|SGD:S000005025|UniProtKB:P0A7S9|UniProtKB:P62272	PANTHER:PTHR10871	pseudogene		GO_REF:0000033	20230405
MGI:MGI:1930188	mitochondrial ribosomal protein S34		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR28589	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1930188	mitochondrial ribosomal protein S34		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR28589	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1930188	mitochondrial ribosomal protein S34		GO:0005763		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN002408389|UniProtKB:P82929	PANTHER:PTHR28589	protein_coding_gene		GO_REF:0000033	20231109
MGI:MGI:1309526	ribosomal protein S17		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P08708	PANTHER:PTHR10732	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1309526	ribosomal protein S17		GO:0022627		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR10732	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221220
MGI:MGI:1309526	ribosomal protein S17		GO:0022627		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR10732	protein_coding_gene		MGI:MGI:6810796|PMID:25901680	20230511
MGI:MGI:1309526	ribosomal protein S17		GO:0022627		MGI	NCBITaxon:10090	ISO	RGD:62027	PANTHER:PTHR10732	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20080829
MGI:MGI:1309526	ribosomal protein S17		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P08708	PANTHER:PTHR10732	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20080902
MGI:MGI:1309526	ribosomal protein S17		GO:0022627		MGI	NCBITaxon:10090	ISO	RefSeq:NM_017152	PANTHER:PTHR10732	protein_coding_gene		PMID:7748157	20050929
MGI:MGI:1309526	ribosomal protein S17		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10732	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1346074	FMR1 autosomal homolog 2		GO:0005840		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR10603	protein_coding_gene		PMID:22022532	20141201
MGI:MGI:109342	eukaryotic translation initiation factor 2D		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P41214	PANTHER:PTHR12217	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20140630
MGI:MGI:3648994	ribosomal protein L34, pseudogene 2		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P49207		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3648994	ribosomal protein L34, pseudogene 2		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P49207		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1913153	mitochondrial ribosomal protein S31		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13231	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1913153	mitochondrial ribosomal protein S31		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13231	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1332635	mitochondrial ribosomal protein L40		GO:0005761		MGI	NCBITaxon:10090	ISO	RGD:1565444	PANTHER:PTHR13359	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20030407
MGI:MGI:1332635	mitochondrial ribosomal protein L40		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13359	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1332635	mitochondrial ribosomal protein L40		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9NQ50	PANTHER:PTHR13359	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161031
MGI:MGI:1332635	mitochondrial ribosomal protein L40		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13359	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1332635	mitochondrial ribosomal protein L40		GO:0005761		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN001411073|RGD:1565444|UniProtKB:Q9NQ50	PANTHER:PTHR13359	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:1353427	eukaryotic translation initiation factor 2 alpha kinase 4		GO:0022626		UniProt	NCBITaxon:10090	ISS	UniProtKB:P15442	PANTHER:PTHR11042	protein_coding_gene		MGI:MGI:3687696|PMID:1739968	20050412
MGI:MGI:3649210	ribosomal protein L9, pseudogene 1		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P32969	PANTHER:PTHR11655	pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3649210	ribosomal protein L9, pseudogene 1		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:62049	PANTHER:PTHR11655	pseudogene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:3649210	ribosomal protein L9, pseudogene 1		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P32969	PANTHER:PTHR11655	pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:3781727	ribosomal protein L29, retrotransposed		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:62069	PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:3781727	ribosomal protein L29, retrotransposed		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:62069	PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:3781727	ribosomal protein L29, retrotransposed		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P47914	PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3781727	ribosomal protein L29, retrotransposed		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P47914	PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:3781727	ribosomal protein L29, retrotransposed		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000306390|UniProtKB:P47914|SGD:S000006437|MGI:MGI:99687|RGD:62069	PANTHER:PTHR12884	protein_coding_gene		GO_REF:0000033	20211216
MGI:MGI:88056	apolipoprotein D		GO:0022626		MGI	NCBITaxon:10090	ISO	RGD:2137	PANTHER:PTHR10612	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20090629
MGI:MGI:106022	ribosomal protein L26		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11143	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:106022	ribosomal protein L26		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11143	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:106022	ribosomal protein L26		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P61254	PANTHER:PTHR11143	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20220429
MGI:MGI:106022	ribosomal protein L26		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1310607	PANTHER:PTHR11143	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:106022	ribosomal protein L26		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P61254	PANTHER:PTHR11143	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20170125
MGI:MGI:106022	ribosomal protein L26		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000124940|RGD:1310607|SGD:S000004336|SGD:S000003266|MGI:MGI:106022|UniProtKB:P61254	PANTHER:PTHR11143	protein_coding_gene		GO_REF:0000033	20211215
MGI:MGI:106022	ribosomal protein L26		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11143	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:106022	ribosomal protein L26		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11143	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:91842	DNA segment, Chr 1, Pasteur Institute 1		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:O00571	PANTHER:PTHR47958	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20120803
MGI:MGI:2140770	2'-5' oligoadenylate synthetase 1D		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P00973	PANTHER:PTHR11258	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20210217
